"review_id","reviewer_name","review_rating","review_title","review_date","review_content","book_id"
1352,"Teresa Rutrough",4,"Excel and your job skills","2022-12-19","More and more companies are looking for people that knows excel, so this guidebook will help you land that job you want. Learn the basic concepts, formulas, functions and spreadsheets. This book has step-by-step pictures for people like me who learns better visually. This book has some nice shortcuts, tips and tricks to help you learn excel and get your dream job.",81
1353,"Tania Camargo",5,"A very useful Excel guide!","2022-12-23","It has always been difficult for me to use Excel which is a problem because it's one of the most used tools in my work. I've never found any course or book that teaches how to use Excel as comprehensively as this book! It's amazing all the content and tricks about Excel that you find as you read. I'm in the middle of the course and I already feel very comfortable in my work using Excel! I teach my mates now some tricks and shortcuts!",81
1354,"Joseane S",5,"didactic guide of Microsoft Excel 2022","2022-12-19","More than a book is an excellent guide for students, professionals or anyone who wants to have more knowledge and mastery of this tool ""Microsoft Excel""",81
1355,"Sergio Sandoval",5,"Very easy to understand book","2022-12-19","This book is written in a very simple way and was very easy to understand, each of the explanations of the various topics is concrete and specific, I feel it is a very necessary book and that has been very useful, the images you have help to better understand each of the settings to perform a particular action using this Microsoft tool, is a book that I liked a lot and use 100%.",81
1402,"N. Dorsey",5,"Excellent practical book for anyone interested in automated systems trading","2020-04-03","Laurens does an excellent job in explaining the systems he presents in this book.  No hype, he shows all the pluses and minuses and lays out exactly how the systems are used and explains how and why each system works.  I highly recommend buying and studying this book.",89
1356,"George",5,"Get your audience involved","2023-01-26","The key to a great presentation is when you get your audience full attention and when they are involved enough to participate. With the rise of social media, the average human attention span is 8.25 seconds, so it is of importance to get your audience to listen to you far longer than that. Storytelling with Charts is a guide for everyone who is tasked to do presentations. It provides you with useful tips on how to properly and effectively utilize charts not just to show data but to also catch your audience's attention. Less talk, less mistakes, let your presentation speak to your attendees. It is easy to understand and easy to follow. It even provided a cheat sheet on how to create a Storytelling Chart which was really helpful.",87
1357,"Sol Tyler",5,"I absolutely recommend it!","2023-02-28","When writing this book, author Sam Schreim was able to show his ability to capture the inner mood of business advertising and display it for us to learn or imitate.",87
1358,"H.S",5,"Great book","2023-02-25","""Storytelling with Charts"" is a must-have for anyone looking to elevate their presentation game. As someone who has suffered through countless boring data presentations, I can confidently say that this book is a game-changer. It's not just a guide on how to make pretty charts, but rather a comprehensive framework for turning dry information into compelling stories that inspire action. Sam Schreim's approach is logical and easy to follow, making it accessible for professionals and non-professionals alike. If you're serious about communicating effectively, then you need this book in your arsenal. Don't waste any more time with lackluster presentations – get ""Storytelling with Charts"" and start creating captivating data stories today.",87
1359,"Juan Andrés",5,"It definitely helped me.","2023-03-01","This book is really good for those who have to do presentations on a day-to-day basis as part of client facing or senior management approach.",87
1360,"Susel ",5,"A great book","2023-02-02","If you have to give different talks at work or even school/university, and want to be creative and get the audience hooked, then “Storytelling with Charts: A Data & Text Visualization Guide for Business, Professionals and Non-Professionals: A tutorial to quickly master the art and science of telling engaging stories with charts” by Sam Schreim is the right book for you.",87
1361,"Abdulmateen Adebiyi",4,"Full of necessary Information need.","2023-01-20","This book contains a lot of important information that is not typically taught in school, this author has managed excellently, if I might add, to turn the boring world of charts and data and biostatistics into something fun, and you keep turning pages. This made early so much fun, and I can't wait to apply my newfound knowledge in my thesis.",87
1362,"Marcia",5,"A very good guide","2023-02-03","Storytelling with Charts: A Data & Text Visualization Guide for Business, Professionals and Non-Professionals: A tutorial to quickly master the art and science of telling engaging stories with charts” by Sam Schreim is an essential book if you need to present information to a team of people and you want them to enjoy your talk.",87
1363,"Ashley",5,"Great skill to develop","2023-01-28","Storytelling with Charts: A Data & Text Visualization Guide for Business, Professionals and Non-Professionals: A tutorial to quickly master the art and science of telling engaging stories with charts by Sam Schreim is a business preparation and professional development guide.",87
1364,"Liz",5,"Storytelling with Charts","2023-01-25","""Storytelling with Charts"" written by Sam Schreim is an innovative book and a tutorial to quickly master the art and science of telling engaging stories with charts. This book is intended for all people, whether they are professionals or not, to tell and narrate with graphs and charts.",87
1365,"Laura",5,"Helpful if presentations are your job","2023-01-23","I would imagine that this book would be very useful for someone who has a job with one of the ongoing duties being preparing presentations (PowerPoints or otherwise). There is a lot of detailed information in this book that will help you present your content in a way that will get your point across to the audience in the most efficient and educational and most retainable manner.  There are lots of examples and suggestions for different ways of presenting your data in a visual format, in other words ""Storytelling With Charts,"" or STC.  I thought I knew how to develop a presentation, until I read this book and realized how much I didn't know!",87
1366,"John",5,"","2023-10-19","If you are serious about adopting and implementing Data Mesh across organisation this book is where you should start. The level of detail and depth of thought put into this book will give you everything you need.",88
1367,"Chris Murray",5,"","2023-05-29","This is a though provoking book that sets the agenda for the future of data and data management and is applicable to all organisations.",88
1368,"Cliente Kindle",4,"","2023-03-15","Melhor livro para começar a entender o que é data mesh. Altamente conceitual e baseado em análise por princípios, não é o ideal para quem busca respostas práticas.",88
1369,"PB",5,"","2023-04-30","An important and overdue contribution to the discussion about data governance and data quality.",88
1370,"fabio bertone",5,"","2022-09-21","Good explanations with examples",88
1371,"Bikas",3,"","2023-04-23","….",88
1372,"Andres G.",5,"","2022-06-04","This is a must read for any data professional, especially CDOs, data managers, architects and engineers.",88
1373,"Péter Csala",2,"","2023-02-28","This book should be no longer than 100 pages. The some concepts, examples, advices are repeated through chapters. The author's criticism about the current data landscape in the first chapters feels okayish, but when you read the same in later chapters then it becomes more and more annoying. The diagrams (or drawings) are hard to read and understand. The author is jumping back and forth between topics. She is detailing the trivial stuff on pages, but the interesting stuff is covered in a single paragraph.",88
1374,"Javier C",5,"","2022-06-09","The more i read through it. This is my second time, and not the last one, the more i discover insights that are in our daily data professional lives but we don't stop to reflect on. For example why data is the new oil, when we give water-like names to all data related artifacts? Just brilliant!!!",88
1375,"Michele Iurillo",5,"","2022-06-08","Essential text to understand the concept of how data has to flow within the systems, how it has to be governed and how it has to be defined. There are many articles and white papers on the subject but evidently in more than 300 pages everything is quite clear. Recommended!",88
1403,"Drew_Smitty",5,"Automate!","2021-03-06","If you’re serious about trading and want to live your “best life” read this book, work the system and leave your emotions out of it!",89
1404,"Sh",5,"Definitely worth the read","2020-04-09","Great book from Laurens. Probably best takeaway has been learning about the various strategies and choosing which one best suits my situation. Definitely worth the read I’d say. Read this first, so now I’m going to go back and read Laurens’ first book too!",89
1376,"philipmerrill",5,"If you don't already know this book, just buy it","2023-09-09","I read popular science endlessly and this book and its author are both extremely special and excellent. The book touches important bases as far as non-fiction scholarship but that is kept in the background of great stories with important deeper meaning(s). For people wondering whether they can make significant changes in their own lives, these case studies of how inventions have reinvented our culture and society through relatively recent history can serve as touchstones and inspirations. Also, as warnings.",84
1377,"Mike watkins Jr.",4,"If it wasn't for  a few boring/meh chapters in this book it would be a 5/5","2020-06-19","Pros: 1. the author breaks down every competent behind the process of every invention.  You learn about elements like carbon, iron, boron, and copper and how one person's decision to ""play"" with elements like these created a product that changed society as we know it.",84
1378,"Jim Kakalios",5,"The Dreams that Stuff is Made of","2021-01-20","OK, not an original line for the title of the review, but accurate. Dr. Ramirez' book reveals the fascinating history behind the materials that make our daily lives possible. Along the way, she demonstrates that not only have we made these materials, but we in turn have been shaped by them, so that in an amazing feedback loop, we are changed as much as the materials. The technical term for this is Alchemy ;-).",84
1379,"Daniel Hertz",5,"The most thoughtful (and entertaining!) science history book I've read to date","2021-01-20","I'm a giant fan of science history and this book really blew me away. Anyone who enjoys the combination of technology/innovation/science and rich storytelling is sure to thrilled, but what really set this book apart from its peers is the incredible perspective and thoughtfulness Ainissa injects into each story. Most science history books I've read simply focus on the lone genius and his or her overly romanticized journey to the top of their respective fields. Ainissa doesn't shy away from the darker details of these characters and stories and her writing often forced me to stop for a moment and really reconsider some deeply held beliefs I had about everyday technologies (her chapters on photography and artificial light were particularly inspiring). My *only* critique is that I wish the photos and images pertaining to the different stories in the book were placed in line with those stories (instead of grouped together in the middle of the book) but I won't even let that knock a star off what I think is a truly perfect addition to my favorite genre.",84
1380,"Ryan M Johnson",5,"Illuminating the Human Element","2021-01-20","As a chemist, educator, and passionate science communicator, I cannot understate how important and powerful Ainissa Ramirez’s “The Alchemy of Us” is as a work of writing! From the impassioned, personal opening, decrying the dulling of science that has unfortunately taken the bright curiosity of youth and crushed it with maths and tedium, to the brilliant looks at the important connections the elements on the periodic table have to us and the sometimes forgotten people who brought them to society, this book is invaluable in the way it highlights the human elements behind the atomic ones. Even more importantly, Ms. Ramirez brings to light the impact people of color have had on these important societal discoveries and transformations; she excels at making long-lost stories and amazing people known again, having been swept under the rug of misogyny and whitewashing that has plagued science throughout the 19th and 20th Centuries. Whether you are a research scientist, a casual reader, a student, an educator, or someone who longs for fresh perspective on the sciences, this book will shine for you!",84
1381,"R.S.",5,"An Instant Classic","2020-05-02","Engaging and compulsively readable, The Alchemy of Us tells the origin story of eight inventions, and the way these inventions shaped the human experience. Each story offers a deep dive into household names such as Edison and Morse; more importantly, they shine a light on lesser-known inventors and influencers, such as Hannibal Goodwin and Caroline Hunter, whose contributions might be lost to history if not for Ramirez' meticulous research.",84
1382,"Bama Fan",5,"Good book with a lot of interesting stories!  Great for people who like to read Sam Kean style books","2020-08-26","I really enjoyed this book because of the unique anecdotes that were presented and because even though this was for the most part a history book, it was a fun and interesting read.  I bought it for the scientific content and stayed to enjoy the history!  I liked the exhaustive number of pictures that were provided to give good visuals and I like the inclusion of some of the author's personal experiences within the narrative while also not letting that aspect dominate the book.  I had heard some of the stories mentioned, but not with the context that Ramirez provides so it gave me some new insights that I had not read in other books by Simon Winchester, Sam Kean or others.  A very enjoyable and quick read that anyone will enjoy!",84
1383,"Monica May",5,"A must read","2021-06-14","I can’t say enough good things about this book. It describes scientists and the scientific process in a way I haven’t ever read before, they are human, they make mistakes, they compete with others ideas, they are relatable and human. It also sparked curiosity in me, and I’ve found myself looking at the world in a new way, and wondering what materials an object is made of, and how it was created. In short, this book is science writing at its finest, and I’m already putting Ainissa Ramirez’s other books on my reading list.",84
1384,"David M. Pasquariello",5,"This book is a pearl.","2021-03-16","If you like to understand how things work, and especially how our inventions not only allow us to transform our world, but also transform us, then you must add this book to your library!  It reminds me of James Burkes series ""Connections"" and his book ""Connections - An Alternative History of Technology"", and I'd say that it is a very worthy companion of that work.  It is thoroughly enjoyable and informative and breaks new ground by including stories of contributions to technology from persons of color, demonstrating that the desire to create is an integral characteristic of all humans.",84
1385,"R. Allen",5,"Insightful, enjoyable, and informative","2020-05-07","The wonderful thing about Ainissa Ramirez's book is that it places you alongside the people who made key contributions to the technologies that have changed our lives.",84
1386,"William Dennis",5,"The Universe Was Listening","2023-07-15","This book is a game-changer for anyone wanted to revitalize their facilitation skills or anyone wanting to dig deeper into self-discovery. I bought the book a on a whim; likely as an Amazon recommendation. I’m constantly trying to build my library of reference for team building, workshops, etc. I think I anticipated this book become decor, like so many other books on my shelf, until I needed it.",94
1405,"Kindle Customer",5,"Great book","2020-08-23","Covers being long, short or in a trading range.  Using mean reversal to prevent draw downs which improves returns and smooths them out.",89
1481,"Real Al",4,"Python Algorithms","2016-05-17","Delivery was good, but the product was not what I expected. It seems to teach to a test, but I wanted to see the code, documentation, and implementation. However, I am still working on the Python Language so it may prove more useful in the future.",97
1387,"Sheri Browning",5,"Goodbye, “Imposter Syndrome!”  Hello, Genuinely Confident, Highly Skilled Leader!","2020-11-29","Say goodbye to the voice of insecurities and fears regarding your leadership, teaching, and intervention skills.  Say hello to a complete, digestible structure of mind-set, humanity, and science that will become your new home for your Self in your work (and even life)!  Simply to read this spectacular book is to change already your relationship with your inner, genuine Self.  You will imagine, with every page, how you will become the workshop/retreat/ training leader that your desires and longings say you can be.  You can enjoy your personal calling in all the fullness of experience that you are imagining. This comprehensive book is the be-all, end-all book for “training the trainers.” It is the KEY to unlock so many doors that have been rusted shut from feelings of anxiety and self-doubt, or often, just lack of information!",94
1388,"G. Crooks",5,"VINE VOICE","2020-11-29","I had the great luck to participate in Ken Nelson and Lesli Lang’s course at Kripalu a number of years ago so when I heard about this book I was delighted. I was also deeply curious.",94
1389,"Lisa J. Anderson",5,"This Book will Shift and Transform How You Select, Design and Create Workshops Forever!","2020-11-30","After reading this book you will never look at workshops --the ones you attend and the ones you create -the same way again.  This resource will find a permanent place on your bookshelf and you will be drawn to its riches over and over again as your deepen your skills and broaden your experiences. First and foremost the authors make clear that this work has no room for so-called  experts and everything you need you already have. You are invited  on a journey of self-discovery where you uncover your gifts and purpose while also studying resources, materials, checklists, exercises and guides on an endless number of workshop details and content  that will ensure your success. No part of workshop planning, design, execution and follow up is missed. The authors are generous in their sharing of their learnings and teachings and help readers achieve their personal goals and potential for this work. One of the many examples is the extensive discussion on the skill of questioning. You learn the risk level, different kinds of question categories, and purpose of questions and also are provided the actual wording of questions which have been used to create meaningful workshop experiences. The authors do not hold back critical information.  This book provides the framework and tools and the reader is then able to add the content and purpose for their workshops and transformational learning opportunities. This book is a must-read if you want to create workshops which are positive enduring contributions to  our shared world which itself is experiencing massive political and social change.",94
1390,"Andrea L.",2,"No cd included","2023-08-29","It was supposed to come with a cd and it did not",94
1391,"Edna Sadberry",5,"Fantastic Read","2023-07-11","I like the way the topics are broken down and simple to understand.",94
1392,"LDL",5,"Jam Packed with Wisdom, Creative Ideas, Practical Know-How","2020-11-23","While I do have attentional challenges when reading, I've found this masterful compilation of neuroscience of connection, spiritual principles, ethics, education, creative self-expression, and body-mind transformative practices to be riveting - thanks to this team’s art in story-telling, clarity and precision in outlining the essential elements for transformational education and the resulting magic they create when they bring this material to life in their workshops.",94
1393,"DanskoFreak",5,"Amazing book on leading transformational workshops or retreats","2022-05-01","With a strong yearning to lead transformational workshops myself, I found myself scanning book titles on Amazon trying to see if there is any suitable read out there that will help me identify the key components of transformational workshops and help me understand the difference between a conventional style workshop and what I am after which is more in line with affecting positive and lasting change in others' lives. Bingo. Found this book and have read about half of it twice. (Life is very busy for me and my reading gets been interrupted). That said, the content is so good, I find myself being a slow reader as it is chock-full of great information and insights only obtainable through a group of individuals who have walk the path of leading hundreds of these types of workshops. I am incredibly grateful that they took the time to produce this book and when I can manage, I intend on going to their in-person facilitator training workshops.",94
1394,"Ola",5,"transformational","2023-04-19","This book is power packed! It’s a manual to creating exceptional training and workshops. I have so many ideas and tools from this book that I will be implementing.",94
1395,"Erica Conway",5,"MUST READ for workshop facilitators","2021-01-04","I participated in the workshop that inspired this book.  It was by far the best workshop I have ever attended.  My feedback at the time was that the manual that came with the workshop was one of the most valuable parts of the experience.  It allowed me to go home and apply what I learned that weekend in a mindful and deliberate way.  The content of that workshop was exactly what I needed to design a workshop that connects my content with my participants in way that creates lasting transformation.  EVERYTHING in the manual was clear and rich with tons of ideas that I used in my workshops. I was therefore beyond thrilled when I learned that this ""Workshop DREAM TEAM"" had published a book based on the workshops and that incredible manual.  If you want your workshop to making a lasting difference, no matter what the topic, use this approach! My workshop attendees have loved the format and each one comments on at least one of the unique approaches that I learned from these gifted facilitators.",94
1396,"Sean",5,"Exceptional book for the price.","2020-12-18","There is sufficient information to create a fully automated system here.",89
1397,"Bookreviewer",5,"Awesome book for those interested in programming","2022-10-06","Excellent",89
1398,"Ryan D. Smith",5,"Must read - elegant approach","2020-06-27","This is a different take on a diversified portfolio.  I always thought diversity meant I should buy a basket of stocks.  What we should really do is have several strategies. You get 7 strategies clearly explained in this short book.  It would be helpful to know what trading platform the author uses for his scanners, but I suspect any would work if correctly set up.  This is a great book.",89
1399,"Ivan Padron",5,"the best way in few pages","2022-04-23","excellent, it is the best way to know that is going to happen will based on behavior of the price",89
1400,"Bob Harden",5,"Clearly Written / Easy to Understand","2020-04-08","Very clearly written book on systematic trading.  Doesn't matter what style you prefer - it is all there.",89
1401,"Neel Sarode",5,"Simplified trading so well for me","2020-04-04","If you want to get better at (or even learn) trading stocks, you need to checkout this book. To be honest my whole life I thought stocks were super overwhelming and risky, but Laurens really shows you in this book how to create a system that will make you money in any market",89
1502,"Alford Holmes",3,"Decent book","2023-09-27","Provides what is required for beginners needs more illustration",96
1406,"Not My Real Name",4,"Great book for intuitive reasoning but there are mistakes and problems are vague","2022-01-27","I've really enjoyed the examples in this book. Well thought-out and they resonate with me. The legos piece for conditional probability was good, but a really great example of a problem is Han going through the asteroid field. A lot of us math people have seen Star Wars and we get this easily.",85
1407,"Matthew Gribbins",5,"Great Book - suggest keeping a reading journal","2021-04-25","I read this book and it walks through things in a fun and entertaining and very relatable manner.  If you are new to Bayes (like I am), I would recommend writing out the definitions and keeping a journal, it makes it very easy to go back and review Beta, and some of the definitions of priors when you get to the C3PO chapter.  I found myself rewriting out some of the prior chapters info as new concepts were added. This is not the kind of book you want to read without working some of the math along the way.  I would say if you have a command of some of the beginning  concepts in high school algebra or took stat (even better), you will be fine understanding the concepts.",85
1408,"Kindle Customer",5,"just what I needed","2023-01-23","Found Count Baysie on line and saw his book. Likelihoods we’re for letting the hardest part, but this book made it seem as simple as it is.",85
1409,"Dr. Howard B. Bandy",5,"A truly gentle introduction to Bayesian methods","2019-11-17","The focus of my professional work is the development and analysis of trading systems.  My constant challenge is understanding, monitoring, and measuring the relationships between the model, the data it processes, the target it predicts, and the results it produces.",85
1410,"Amazon Customer",5,"Semi-textbook/bedside read for Bayesian statistics","2020-08-06","I purchased this book as an easy-to-read introduction to learn Bayesian statistics for scientific data analysis. The text is fluid, and the book doesn't get too wordy given its mathematical content. I would recommend this book for first time students in statistics or people stepping into data science.",85
1411,"JRVV",5,"Enjoyable Read and Very Good Primer in Bayesian Thinking","2020-05-20","The book was able to provide a clear and down-to-earth explanation of priors and likelihood using a single/Bernoulli parameter.  Before reading this book, I had a hard time differentiating priors from likelihood/data.  I always thought that the data from observations, quasi-experiments and simulation was all I had in working with the numbers; it never occurred to me that bringing in seasoned or experienced judgment through priors could formally and mathematically improve the probability of whatever I was estimating.  Now, I understand why the frequentist and the Bayesian views clash.  It was illuminating to have the tools to counter observations and data when you have other evidence to help in calibrating the final probability or posterior.  Kudos to Will Kurt.",85
1412,"Intrepid",4,"Great primer!","2022-03-16","Book is what it advertises!.... Great primer... Great for data science....",85
1413,"John Barber Jr.",5,"Great introduction to Bayesian statistivs.","2022-07-27","In addition to covering Bayesian statistics, this book provides excellent information on statisticw in general.",85
1414,"ET",5,"Well written, beautiful introduction to Bayesian statistics","2020-04-08","By far one of the most entertaining books I have ever read on the topic. You rarely hear ""entertaining"" and ""statistics"" in the same sentence. I originally decided to read the first few pages to see what this was whole about, only to realize that few hours have passed, and i was in a complete state of flow. This book grew my interest in more advanced topics, and I still refer to it from time to time when I need a simple explanation.",85
1415,"rohan dial.m.d.",5,"Excellent","2019-11-11","I am a physician had to pass biostats when I did a degree in infectious diseases through LSHTM",85
1416,"MacheteMan",3,"Not worth $50","2023-10-06","Content is okay, nothing you wouldn't be able to find in a Management Science or Operations Research textbook. Those can be found for around the same price and are far more comprehensive, I think $50 is a little steep for this title.",86
1417,"Karim",2,"Mastering the Basics, Missing the Practicalities","2023-04-28","I was disappointed by this book. For context, I came to this book as someone familiar with optimization and forecasting but new to inventory. I originally bought this book to learn the nuances of quantitative inventory problems.",86
1418,"An",5,"Nice book","2023-07-26","Nice book",86
1419,"Michael",5,"Democratizing Inventory Theory Learning","2021-01-29","Nicolas's Inventory Optimization: Models and Simulations is a game changer.",86
1420,"momo",5,"Good book for beginners","2022-03-21","Inventory optimization is not my background. I enjoyed reading the book and learn the fundamentals, in a step-by-step manner.",86
1421,"User",5,"This book has stochastic inventory control.","2022-08-09","This book has stochastic inventory control.",86
1422,"Cristian Villanueva",5,"Great Book, very practical and comprehensive.","2021-05-13","Nicolas in his book has a way of explaining mathematical concepts in a digestible way. We all know that Supply Chains are complex and it  is not a exact science. This book shows differents inventory policies and the way to optimize them. It include too simulations and Phyton codes. Definitely an excellent book showing ""what"" and ""how to"" optimize inventory.",86
1423,"L Roberts",5,"Thoroughly impressed A+++","2020-10-16","I continue to be impressed by Nicolas Vandeput’s books.  They give you so much more than what you would find in a hypothetical academia textbook.  They allow you to pivot in and out of detail and “how to” and “why” and if you didn’t understand it, here’s the “plug and play” version so you can learn by doing.  It’s like getting the notes from your favourite lecturer, that show how the engine really works.",86
1424,"Vella Fan",1,"Avoid the digital version","2022-08-21","All formulas and equations are messed up in on kindle version",86
1425,"Danniel",1,"Better explanation","2020-11-06","The format was hard to follow. Didn’t understand how simulations was done",86
1426,"Arturo Amador Cruz",5,"Covers theoretical and practical aspects of the spark ecosystem in great depth","2022-07-25","This book is a great resource to learn about spark. It covers in detail the concepts related to the Spark architecture, theoretical concepts about parallelization and topics related to optimizing analytical pipelines running on Spark. The book has a very nice section about the delta lake. Also covers MLflow yup a good level of detail, more like a complement to the docs. The section on machines learning includes theoretical explanations on how some ML algorithms change when running then parallely, as MLlib does.",95
1478,"rsv2105",3,"Needs a lot of work!","2016-04-25","First the good part. Amazing collection of interview questions and well organized into sections. Covers more material than ""Cracking the coding interview"". Has potential to become a great interview preparation book. The only Python-based interview preparation book.",97
1904,"Matt",5,"","2022-11-06","Lo consiglio a chiunque si occupi di getione della domanda e della definizione dei requisiti di business.",139
1427,"JA",5,"Well organized and solid information","2020-09-04","It was easy to follow the book. The setup of Spark shell was also clearly written. I also find the instructions online to install spark locally to be sufficient as well. The book is well organized to delineate different components of Spark, e.g. intro, structured api, streaming, optimizations, data lake, ml deployment options. While ML deployment needs for individual business use cases are highly specific, I find the overview deployment framework provided by the book to be helpful. I also liked that the book uses screenshots of Spark UI and arrows to point in the screenshots to explain the UI, since the UI can be hard to understand. The code samples and the graphics in other sections are useful as well. There’s also coverage on how to connect to different apps, like beeline (which I’ve never heard of), tableau, thrift. Overall, the book contains solid information on the inner workings of Spark. I would recommend giving this book a read!",95
1428,"Carlos",5,"Buen libro para iniciarse en spark","2022-01-28","Da buenos ejemplos sea en Scala y python aunque no siempre están en python el lenguaje Scala es similar (como un Java python). Sugiere que si quieres practicar utiliza databricks si no quieres instalar nada on-premise o si gusta instala spark utilizando wsl de Windows o una máquina virtual con Linux.",95
1429,"Mehak Sood",5,"Must read","2022-05-11","This book is a must read for anyone trying to learn Spark in the big data environment.",95
1430,"Amar",5,"More databricks centric","2020-12-30","Nice book if you really want to work hands on without having to worry about internals of spark.",95
1431,"Clay Yoo",2,"Way to basic","2022-04-20","Maybe recommended to people who have never used Spark before; but not to anyone who has any experience with. Simply too basic and covers everything superficially.",95
1432,"TheHives",5,"Great beginner book","2020-10-05","I'm a software engineer who knows his way through SQL, mostly running queries/transforms on Postgres and Redshift. The majority of my background is in building and supporting services. Having no background knowledge in Spark, I was looking for a book that explains the fundamental concepts, helps me get up running, and helps me expand my toolkit for working with ""big data"".",95
1433,"Erik Gfesser",5,"Best introductory Spark guide as of early-2021","2021-02-15","The foreword and preface to this book comment that an update to the first edition, published in 2015, was long overdue. After all, the first edition makes use of Apache Spark 1.3.0, whereas this update makes use of Apache Spark 3.0.0-preview2 (the latest version available at the time of writing). For the most part, I successfully ran all notebook code out of the box using Databricks Runtime 7.6 ML (includes Apache Spark 3.0.1, Scala 2.12), albeit minor issues are explained later in this review alongside my resolutions to these. I was, however, able to successfully run all standalone PySpark applications from chapters #2 and #3 out of the box using Apache Spark 3.0.1 and Python 3.7.9. As explained, the approach used here is intended to be conductive to hands-on learning, but with a focus on Spark's Structured APIs, so there are a few topics that aren't covered, such as the following: the older low-level Resilient Distributed Dataset (RDD) APIs, GraphX (Spark's API for graphs and graph-parallel computation), how to extend Spark's Catalyst optimizer, how to implement your own catalog, and how to write your own DataSource V2 data sinks and sources.",95
1434,"Inktense",5,"Very good","2022-08-29","I really did feel like I learned something. The book covered a lot of ground with good quality examples. And it was well written, even if it was a little dry.",95
1435,"Walter Lee",5,"good for beginners to experienced Spark engineer, a lot of good easy to understand diagrams","2020-10-13","I am a beginner in Spark, so this book helped me to get quick start in Spark.",95
1436,"deon",5,"It is difficult to review a product prior to using it sufficiently.","2023-10-04","Since the answers to the exercises are not provided with the book a review seems coerced  and may not be a true reflection of the product. This is indeed unfortunate as it seems promising for non-tech individuals. The author lays out the material in such a manner it is easier to understand and thus creating a good foundation.",96
1437,"Cali_Jan",4,"A Newbie","2023-10-10","Generally very good - at times I felt as if some context was missing",96
1438,"C.L.",4,"Good information with exercises","2023-09-10","I don’t like having to leave a review to have access to the answers to the exercises in the book.",96
1439,"wizard1786",5,"Good beginners book","2023-10-20","Very easy to read and implement programming.",96
1440,"Amazon Customer",5,"Great book, easy to understand and very helpful.","2023-09-13","I didn’t knew how to program any computer language, but with the help of this book and my effort I feel confident to create some small programs.",96
1441,"Andrew whyte",5,"Easy to follow","2023-09-26","Organized well and easy to follow as a beginner",96
1442,"C.R. Baker",5,"Good book","2023-09-23","Book was helpful",96
1443,"Josh",5,"Awesome book","2023-09-14","Great foundation for Python easy to read and learn along",96
1444,"Amazon Customer",5,"Great for beginners","2023-09-16","Very practical approach. Great summary!",96
1445,"Leandro",3,"It is very basic and I wish it has more content","2023-09-21","I though it will be more extensive . It is very basic and the explanations are limited to say the least . I cannot even recommend it as a reference book. Maybe if you want to have a general overview it can be useful",96
1446,"Brenda",4,"A very good book to read","2023-03-02","I came across several books about ways to improve in the business department and I have to say this one was quite unique. The structure and the way in which it is written felt fresh to my mind and gave me new and very useful tips and tricks whether to do a presentation or communicate more efficiently the ideas to the team.",87
1447,"Mayra Comolli",4,"Wonderful approach","2023-01-30","Storytelling with Charts by Sam Schreim has blown up my mind, it is the book I've been needing all my life. First, I have to mention that the whole book and its approach is wonderful. The idea of turning boring data and text into an exciting story is amazing. I don’t see myself doing this job in any other way anymore. I like the fact that it is thought to professionals and non-professionals in the business area. I’m a non-pro, and sometimes it is hard to find guidance in this field.",87
1448,"Haisam",4,"Learned a bit from it!","2023-01-24","Storytelling with Chart is a way to turn boring data and text into an exciting story! A guide that Sam Schreim wrote enables one to create a compelling narrative story which is necessary for today’s time.",87
1479,"Michael Thompson",5,"This should be on the book shelf of every computer science student and working professional.","2015-05-21","An excellent book for everyone who is interested in learning more about data structures and algorithms.  Also, Python is a language that's becoming very popular  as a web language and for data scientists.  This means that the knowledge gained about algorithms and data structures will greatly aid any reader in becoming a better python programmer and computer scientists.",97
1449,"Margarita garcia",4,"Useful book.","2023-01-26","At this time, it is getting difficult to hold the attention of people during a presentation at work or college. For that reason, the senior strategy consultant Sam Schreim make this useful book ''Storytelling with Charts: A Data & Text Visualization Guide for Business, Professionals, and Non-Professionals: A tutorial to quickly master the art and science of telling engaging stories with charts'' where you can find a tutorial with all the tools and inspiration you need to create the best presentations. I have to say that this book is really good, I found it useful and easy to understand, and the experience that the author has makes this book good.",87
1450,"Oyedele Jesutomisin ",4,"A captivating practical guide","2023-01-29","Trying to present a  certain amount of information to a group of people in the most efficient way possible without seeming boring and not spending too much time on it is a skill that is quite important in our modern-day environment is paramount. Mr. Sam has done a good job annotating ways to go about that without using complex terms. The best part is that it can be regardless of whether the need is for business, professional or non-professional use. This was a very helpful book, and I recommend it.",87
1451,"Conscientious",5,"A great learning experience!","2023-03-02","Storytelling with Charts by Sam Schreim is a brilliant guide to turn text and data into exciting charts. The author has composed this excellent book which is helpful to professional and non-professional alike, in a world of competition, compelling narrative becomes a necessity. In this guide, one can learn to influence their audiences in order for decisions and changes to happen. I find this book amazing as it helps in presenting hard data into a likeable and understandable story for a presentation. I learned basics and strategies such as the how’s and the whys, important aspects to the charts, built-in cheats and much more! This guide is user friendly, a beginner or an expert with the help of the knowledge, can give wings to their presentations or reports. I highly recommend it.",87
1452,"Andrea Cercado",5,"VINE VOICE","2023-01-28","I was surprised with how much simple did this book made dealing with charts. The examples and visuals certainly helped but the explanations were also quite thorough and easy to understand.",87
