"id","title","author","price","description","rating","num_of_rating","publisher","language","paperback","item_weight","dimensions"
138,"Microsoft Excel 2013 Data Analysis and Business Modeling","Wayne Winston",49.99,"Master business modeling and analysis techniques with Microsoft Excel 2013, and transform data into bottom-line results. Written by award-winning educator Wayne Winston, this hands-on, scenario-focused guide shows you how to use the latest Excel tools to integrate data from multiple tables―and how to effectively build a relational data source inside an Excel workbook. Solve real business problems with Excel―and sharpen your edge Summarize data with PivotTables and Descriptive Statistics Explore new trends in predictive and prescriptive analytics Use Excel Trend Curves, multiple regression, and exponential smoothing Master advanced Excel functions such as OFFSET and INDIRECT Delve into key financial, statistical, and time functions Make your charts more effective with the Power View tool Tame complex optimization problems with Excel Solver Run Monte Carlo simulations on stock prices and bidding models Apply important modeling tools such as the Inquire add-in Wayne L. Winston is a professor of Decision Sciences at Indiana University's Kelley School of Business and has earned numerous MBA teaching awards. For 20+ years, he has taught clients at Fortune 500 companies how to use Excel to make smarter business decisions. Wayne and his business partner Jeff Sagarin developed the player-statistics tracking and rating system used by the Dallas Mavericks professional basketball team. He is also a two time Jeopardy! Champion. Highlight, take notes, and search in the book In this edition, page numbers are just like the physical edition",4.3,204,"Microsoft Press; 1st edition (January 15, 2014)","English","896","3.13 pounds","7 x 2 x 9 inches"
142,"Machine Learning with R: Expert techniques for predictive modeling to solve all your data analysis problems, 2nd Edition","Brett Lantz",54.99,"Build machine learning algorithms, prepare data, and dig deep into data prediction techniques with R Harness the power of R for statistical computing and data science Explore, forecast, and classify data with R Use R to apply common machine learning algorithms to real-world scenarios Machine learning, at its core, is concerned with transforming data into actionable knowledge. This makes machine learning well suited to the present-day era of big data. Given the growing prominence of R's cross-platform, zero-cost statistical programming environment, there has never been a better time to start applying machine learning to your data. Machine learning with R offers a powerful set of methods to quickly and easily gain insight from your data to both, veterans and beginners in data analytics. Want to turn your data into actionable knowledge, predict outcomes that make real impact, and have constantly developing insights? R gives you access to all the power you need to master exceptional machine learning techniques. The second edition of Machine Learning with R provides you with an introduction to the essential skills required in data science. Without shying away from technical theory, it is written to provide focused and practical knowledge to get you building algorithms and crunching your data, with minimal previous experience. With this book, you'll discover all the analytical tools you need to gain insights from complex data and learn to to choose the correct algorithm for your specific needs. Through full engagement with the sort of real-world problems data-wranglers face, you'll learn to apply machine learning methods to deal with common tasks, including classification, prediction, forecasting, market analysis, and clustering. Transform the way you think about data; discover machine learning with R. Harness the power of R to build common machine learning algorithms with real-world data science applications Get to grips with techniques in R to clean and prepare your data for analysis and visualize your results Discover the different types of machine learning models and learn what is best to meet your data needs and solve data analysis problems Classify your data with Bayesian and nearest neighbour methods Predict values using R to build decision trees, rules, and support vector machines Forecast numeric values with linear regression and model your data with neural networks Evaluate and improve the performance of machine learning models Learn specialized machine learning techniques for text mining, social network data, and big data Perhaps you already know a bit about machine learning but have never used R, or perhaps you know a little R but are new to machine learning. In either case, this book will get you up and running quickly. It would be helpful to have a bit of familiarity with basic programming concepts, but no prior experience is required. Brett Lantz has used innovative data methods to understand human behavior for more than 10 years. A sociologist by training, he was first enchanted by machine learning while studying a large database of teenagers' social networking website profiles. Since then, he has worked on the interdisciplinary studies of cellular telephone calls, medical billing data, and philanthropic activity, among others.",4.4,127,"Packt Publishing; 2nd edition (July 31, 2015)","English","452","2.31 pounds","7.5 x 1.02 x 9.25 inches"
159,"A New Kind of Science","Stephen Wolfram",14.95,"NOW IN PAPERBACK--Starting from a collection of simple computer experiments illustrated in the book by striking computer graphics Stephen Wolfram shows how their unexpected results force a whole new way of looking at the operation of our universe. Wolfram uses his approach to tackle a remarkable array of fundamental problems in science, from the origins of apparent randomness in physical systems, to the development of complexity in biology, the ultimate scope and limitations of mathematics, the possibility of a truly fundamental theory of physics, the interplay between free will and determinism, and the character of intelligence in the universe.",4.3,630,"Wolfram Media, Inc.; Illustrated edition (June 24, 2019)","English","1280","4.8 pounds","7.4 x 2.2 x 9.4 inches"
145,"Excel: The Complete Illustrative Guide for Beginners to Learning any Fundamental, Formula, Function and Chart in Less than 5 Minutes with Simple and Real-Life Examples","Nigel Tillery",14.9,"$14.90 Description Editorial Reviews Dive into the world of Excel like never before with this guide. Whether you're a seasoned professional or just starting out, From mastering the art of data visualization to harnessing the power of macros , this book is your ultimate guide. Discover how Excel integrates seamlessly with other tools, and stay ahead with up-to-date tutorials and advanced techniques . With r eal-world applications and case studies , you'll see firsthand how businesses and individuals are leveraging this guide to solve pressing challenges. ✅ The In’s and Out’s of Excel: Dive deep into Excel's capabilities, from basic functions to intricate formulas. You'll understand Excel better and feel confident using it for any task, effortlessly navigating its features in plain English. ✅ Step-by-step Tutorials with Real-world Examples: No more guesswork! Follow clear instructions paired with relatable examples, mastering tasks that once seemed daunting and feeling the pride of accomplishment. ✅ Comprehensive Guide on Data Visualization: Craft stunning charts and graphs that captivate your audience. With this guide, your presentations won't just display data; they'll tell a compelling story that stands out. ✅ Pivot Tables and Data Validation Techniques : Handle massive datasets with the finesse of a pro. These techniques allow you to not only manage data but also extract meaningful insights, positioning you as the go-to expert in meetings. ✅ In-depth Exploration of Macros and VBA : Automate repetitive tasks with ease, freeing up valuable time and focusing on impactful tasks, all while enjoying the thrill of increased productivity. …AND SO MUCH MORE! When you secure your copy of ""Excel 2024,"" you also unlock a treasure trove of bonuses to fast-track your Excel mastery: ✅ Beginner's Video Course: Kickstart your journey with foundational lessons tailored for those new to Excel. ✅ Intermediate Video Course: Elevate your skills with intermediate strategies and tools, perfect for those ready to take the next step. ✅ Advanced Video Course: Dive deep into expert-level content, designed for those aiming for Excel mastery. ✅ 100+ Ready-to-Use Templates: Jumpstart your projects with over a hundred professionally designed Excel templates. ✅ Advanced Excel Formulas, Pivot Techniques and Charts eBook: A comprehensive guide to up your game in formulas, pivot tables, and charting techniques. ✅ Advanced Skills to Become a Data Analyst eBook : Transform your Excel knowledge into actionable data analyst skills with this in-depth guide. Unlock the full potential of Excel and elevate your data analysis game. Don't miss out on the definitive guide to mastering Excel's latest and greatest features. Excel has become an essential tool for many daily tasks in the office For excel beginners, though, the learning curve can be daunting - hours spent pouring over functions and formulas can lead to stress and backlog. will have the opportunity to understand Excel better more than 100 ready-to-use templates Excel can be mastered quickly and easily business or at home This is Not Just a Book but a Practical COURSE to Become a Master in EXCEL 2024. You will discover: How to Use Excel without Stress Make Reports in a Few Minutes Improve Business Processes Easily Process Business Data Make Complex , Content-Rich Presentations Analyze the Financial Aspect of Your Company or the Company in which You Work How to Become Important in the Eyes of Your Boss How to Increase Your Skills to Get a Better Salary and Contract ...and Much More!",4.3,748,"Independently published (May 23, 2022)","English","119","11.4 ounces","8.5 x 0.27 x 11 inches"
146,"Data Smart: Using Data Science to Transform Information into Insight","John W. Foreman",25.49,"– $24.99 Description Editorial Reviews ""Data Smart makes modern statistic methods and algorithms understandable and easy to implement. Slogging through textbooks and academic papers is no longer required!"" — Patrick Crosby , Founder of StatHat & first CTO at OkCupid ""When Mr. Foreman interviewed for a job at my company, he arrived dressed in a 'Kentucky Colonel' kind of suit and spoke about nonsensical things like barbecue, lasers, and orange juice pulp. Then, he explained how to de-mystify and solve just about any complex 'big data' problem in our company with simple spreadsheets. No server clusters, mainframes, or Hadoop-a-ma-jigs. Just Excel. I hired him on the spot. After reading this book, you too will learn how to use math and basic spreadsheet formulas to improve your business or, at the very least, how to trick senior executives into hiring you as their data scientist."" — Ben Chestnut , Founder & CEO of MailChimp ""You need a John Foreman on your analytics team. But if you can't have John, then reading this book is the next best thing."" — Patrick Lennon , Director of Analytics, The Coca-Cola Company Most people are approaching data science all wrong. Here's how to do it right. Not to disillusion you, but data scientists are not mystical practitioners of magical arts. Data science is something you can do. Really. This book shows you the significant data science techniques, how they work, how to use them, and how they benefit your business, large or small. It's not about coding or database technologies. It's about turning raw data into insight you can act upon, and doing it as quickly and painlessly as possible. Roll up your sleeves and let's get going. Relax — it's just a spreadsheet Visit the companion website at www.wiley.com/go/datasmart to download spreadsheets for each chapter, and follow them as you learn about: Artificial intelligence using the general linear model, ensemble methods, and naive Bayes Clustering via k-means, spherical k-means, and graph modularity Mathematical optimization, including non-linear programming and genetic algorithms Working with time series data and forecasting with exponential smoothing Using Monte Carlo simulation to quantify and address risk Detecting outliers in single or multiple dimensions Exploring the data-science-focused R language ""Data Smart makes modern statistic methods and algorithms understandable and easy to implement. Slogging through textbooks and academic papers is no longer required!"" ― Patrick Crosby , Founder of StatHat & first CTO at OkCupid ""When Mr. Foreman interviewed for a job at my company, he arrived dressed in a 'Kentucky Colonel' kind of suit and spoke about nonsensical things like barbecue, lasers, and orange juice pulp. Then, he explained how to de-mystify and solve just about any complex 'big data' problem in our company with simple spreadsheets. No server clusters, mainframes, or Hadoop-a-ma-jigs. Just Excel. I hired him on the spot. After reading this book, you too will learn how to use math and basic spreadsheet formulas to improve your business or, at the very least, how to trick senior executives into hiring you as their data scientist."" ― Ben Chestnut , Founder & CEO of MailChimp ""You need a John Foreman on your analytics team. But if you can't have John, then reading this book is the next best thing."" ― Patrick Lennon , Director of Analytics, The Coca-Cola Company Most people are approaching data science all wrong. Here's how to do it right. Not to disillusion you, but data scientists are not mystical practitioners of magical arts. Data science is something you can do. Really. This book shows you the significant data science techniques, how they work, how to use them, and how they benefit your business, large or small. It's not about coding or database technologies. It's about turning raw data into insight you can act upon, and doing it as quickly and painlessly as possible. Roll up your sleeves and let's get going. Relax ― it's just a spreadsheet Visit the companion website at www.wiley.com/go/datasmart to download spreadsheets for each chapter, and follow them as you learn about: Artificial intelligence using the general linear model, ensemble methods, and naive Bayes Clustering via k-means, spherical k-means, and graph modularity Mathematical optimization, including non-linear programming and genetic algorithms Working with time series data and forecasting with exponential smoothing Using Monte Carlo simulation to quantify and address risk Detecting outliers in single or multiple dimensions Exploring the data-science-focused R language Data Science gets thrown around in the press like it's magic. Major retailers are predicting everything from when their customers are pregnant to when they want a new pair of Chuck Taylors. It's a brave new world where seemingly meaningless data can be transformed into valuable insight to drive smart business decisions. But how does one exactly do data science? Do you have to hire one of these priests of the dark arts, the ""data scientist,"" to extract this gold from your data? Nope. Data Science gets thrown around in the press like it's magic. Major retailers are predicting everything from when their customers are pregnant to when they want a new pair of Chuck Taylors. It's a brave new world where seemingly meaningless data can be transformed into valuable insight to drive smart business decisions. But how does one exactly do data science? Do you have to hire one of these priests of the dark arts, the ""data scientist,"" to extract this gold from your data? Nope.",4.5,414,"Wiley; 1st edition (November 12, 2013)","English","432","1.6 pounds","7.3 x 0.8 x 9.1 inches"
185,"The Culture System: A Proven Process for Creating an Extraordinary Team Culture","J.P. Nerbun",19.58,"– $19.58 Develop your leadership philosophy—and stay grounded while always growing and evolving Grow and strengthen relationships with team members Empower your team to help you establish, support, and enforce high standards Create a customized Culture System for your team and implement it layer by layer",4.9,126,"TOC Culture Consulting (May 31, 2022)","English","356","1.1 pounds","6 x 0.81 x 9 inches"
149,"Learning R: A Step-by-Step Function Guide to Data Analysis","Richard Cotton",36.99,"Learn how to perform data analysis with the R language and software environment, even if you have little or no programming experience. With the tutorials in this hands-on guide, youâ??ll learn how to use the essential R tools you need to know to analyze data, including data types and programming concepts.   The second half of  Learning R  shows you real data analysis in action by covering everything from importing data to publishing your results. Each chapter in the book includes a quiz on what youâ??ve learned, and concludes with exercises, most of which involve writing R code.  Write a simple R program, and discover what the language can do  Use data types such as vectors, arrays, lists, data frames, and strings  Execute code conditionally or repeatedly with branches and loops  Apply R add-on packages, and package your own work for others  Learn how to clean data you import from a variety of sources  Understand data through visualization and summary statistics  Use statistical models to pass quantitative judgments about data and make predictions  Learn what to do when things go wrong while writing data analysis code",4.5,180,"O'Reilly Media; 1st edition (October 22, 2013)","English","396","1.43 pounds","7 x 0.82 x 9.19 inches"
150,"Numerical Methods for Scientists and Engineers (Dover Books on Mathematics)","R. W. Hamming",23.36,"Numerical analysis is a subject of extreme interest to mathematicians and computer scientists, who will welcome this first inexpensive paperback edition of a groundbreaking classic text on the subject. In an introductory chapter on numerical methods and their relevance to computing, well-known mathematician Richard Hamming (""the Hamming code,"" ""the Hamming distance,"" and ""Hamming window,"" etc.), suggests that the purpose of computing is insight, not merely numbers. In that connection he outlines five main ideas that aim at producing meaningful numbers that will be read and used, but will also lead to greater understanding of how the choice of a particular formula or algorithm influences not only the computing but our understanding of the results obtained. The five main ideas involve (1) insuring that in computing there is an intimate connection between the source of the problem and the usability of the answers (2) avoiding isolated formulas and algorithms in favor of a systematic study of alternate ways of doing the problem (3) avoidance of roundoff (4) overcoming the problem of truncation error (5) insuring the stability of a feedback system. In this second edition, Professor Hamming (Naval Postgraduate School, Monterey, California) extensively rearranged, rewrote and enlarged the material. Moreover, this book is unique in its emphasis on the frequency approach and its use in the solution of problems. Contents include: I. Fundamentals and Algorithms II. Polynomial Approximation- Classical Theory Ill. Fourier Approximation- Modern Theory IV. Exponential Approximation ... and more Highly regarded by experts in the field, this is a book with unlimited applications for undergraduate and graduate students of mathematics, science and engineering. Professionals and researchers will find it a valuable reference they will turn to again and again.",4.4,126,"Dover Publications; 2nd Revised ed. edition (March 1, 1987)","English","752","1.68 pounds","5.38 x 1.42 x 8.47 inches"
161,"Become an Awesome Software Architect: Book 1: Foundation 2019","Anatoly Volkhover",49.99,"Great software architects aren’t born. They are a product of decades of building real-life solutions and relentless learning. They become really good at their trade closer to the retirement age. But most startups are fostered by young entrepreneurs who dare to try but lack the experience. They also lack the $$ to hire a silver-haired architect to join their team from day one. Left to their own faculties, the entrepreneurs and their engineering teams quickly get on the path of learning from their own mistakes. Eventually, they discover this is the most expensive way of learning. Over time they get better, and some become the true masters of the craft – but way too late to make a difference for their early-day projects. This book is meant to break the vicious circle. It isn’t a textbook, at least not in the traditional sense. It is a business-centric practical guide to software architecture, intended for software engineers, technology executives, students of computer science, and tech-savvy entrepreneurs who want to de-risk their entrepreneurial endeavors or to fast-track their careers in software engineering. The recipes in this book are highly practical, battle-tested, and current for building mid- to large-scale systems in 2019-2020. The book covers the following topics: Software architecture, what it is, and what it's for The Hit List of a software architect; functional vs non-functional requirements Programming languages; object-oriented vs functional programming; how to pick the right tool for a job Datastores, SQL vs NoSQL vs Event Stores, CRUD vs CQRS vs Append-Only Data Models, Domain-Driven Design approach to data modeling Layering your architecture, reducing complexity and dependencies Code composition, SOLID principles Dependency inversion demystified Latency; synchronous and asynchronous processing Errors, error recovery, and the right way of handling retries Practical approach to logging Real-time and near-real-time processing Event streaming and streaming architectures Caching and CDNs User Interfaces, unified cross-platform UI architectures MVC model and its successors; a reusable UI composition model Microservices, the Dos and the Don'ts API design patterns, API versioning, and backward compatibility API security Batch processing, and how to eliminate it Multi-tenancy, and why it is more important than you might think Removing dependencies between engineering workstreams, develop great code fast with a team of any size Runtime infrastructures, from dedicated servers to cloud to serverless architectures Runtime frameworks, how to pick one, and how to protect yourself from the framework's shortcomings Brainstorming technique that really works Every topic is illustrated with easy to follow code examples and diagrams. Enjoy!",4.2,115,"Independently published (October 7, 2019)","English","190","12 ounces","7.5 x 0.43 x 9.25 inches"
155,"Hypothesis Testing: An Intuitive Guide for Making Data Driven Decisions","Jim Frost",23.98,"The world produces more data than ever. Are you ready for it? In today’s data-driven world, you hear about making decisions based on data all the time. Hypothesis testing plays a crucial role in that process, whether you’re in academia, business, or data science. Without hypothesis tests, you risk making bad decisions. Chances are high you’ll need to understand these tests to analyze your data and evaluate the work of others. Build the knowledge for effective hypothesis testing! Know when to use each test, how to use them reliably, and how to interpret the results correctly! Understand why you need hypothesis tests and how they work. Effectively use significance levels, p-values, confidence intervals. Select the correct type of test to answer your question. Learn how to test means, medians, variances, proportions, distributions, counts, correlations for continuous and categorical data, and find outliers. One-Way ANOVA, Two-Way ANOVA, and interaction effects. Check assumptions to obtain reliable results. Manage the error rates for false positives and false negatives. Understand sampling distributions, the central limit theorem, and statistical power. Know how t-tests, F-tests, chi-squared, and post hoc tests work. Learn about differences between parametric, nonparametric, and bootstrapping methods. Examples of many hypothesis tests. Access free downloadable datasets so you can try it yourself. About the Author Jim Frost has extensive experience using statistical analysis in academic research and consulting projects. He’s been performing statistical analysis on-the-job for over 20 years. For 10 of those years, he was a statistical software company helping others make the most out of their data. Jim loves sharing the joy of statistics. To help with this process, he has his own website and writes a regular column for the American Society of Quality's  Statistics Digest .",4.5,148,"Statistics By Jim Publishing (September 14, 2020)","English","381","1.12 pounds","6 x 0.86 x 9 inches"
156,"Mastering Shiny: Build Interactive Apps, Reports, and Dashboards Powered by R","Hadley Wickham",40.14,"Master the Shiny web framework—and take your R skills to a whole new level. By letting you move beyond static reports, Shiny helps you create fully interactive web apps for data analyses. Users will be able to jump between datasets, explore different subsets or facets of the data, run models with parameter values of their choosing, customize visualizations, and much more.   Hadley Wickham from RStudio shows data scientists, data analysts, statisticians, and scientific researchers with no knowledge of HTML, CSS, or JavaScript how to create rich web apps from R. This in-depth guide provides a learning path that you can follow with confidence, as you go from a Shiny beginner to an expert developer who can write large, complex apps that are maintainable and performant.  Get started:  Discover how the major pieces of a Shiny app fit together  Put Shiny in action:  Explore Shiny functionality with a focus on code samples, example apps, and useful techniques  Master reactivity:  Go deep into the theory and practice of reactive programming and examine reactive graph components  Apply best practices:  Examine useful techniques for making your Shiny apps work well in production",4.8,100,"O'Reilly Media; 1st edition (June 8, 2021)","English","369","1.75 pounds","7 x 1.01 x 9.19 inches"
157,"Excel: The Absolute Beginner's Guide to Maximizing Your Excel Experience for Maximum Productivity and Efficiency With all Formulas & Functions and Practical Examples","Henry Skinner",18.97,"Ready to Transform Your Excel Skills? 🌟  EXCLUSIVE BONUSES AWAIT : 7 Hours of Video Tutorials + 4 Ebooks + 200 Templates! 🌟 ""Excel 2024"" is your gateway to advanced Excel capabilities. Dive into transformative content brimming with key functions, formulas, shortcuts, and beyond. Prepare for an unparalleled Excel adventure, bolstered by phenomenal bonuses: ✅  BONUS 1 : Supercharge Your Work with 200+ Ready-to-Use Templates ✅  BONUS 2 : Streamline Efficiency with ""Productivity Hacks for Office Workers"" Ebook ✅  BONUS 3 : Fortify Professional Communications with ""The Art of Communication in the Workplace"" Ebook ✅  BONUS 4 : Navigate Remote Work with Ease through ""Remote Work: Tips and Best Practices"" Ebook ✅  BONUS 5 : Advance to New Heights in Data with ""Automation and Scripting in Excel: Integrating Data Analysis and AI"" Ebook 📚  PLUS A SUPER BONUS : Begin your Excel educational journey with three tailor-made Video Courses for all expertise levels: Beginner Course : Solidify your Excel basics. Intermediate Course : Explore Excel's intricate features. Advanced Course : Command Excel's full spectrum of functionalities. Excel Skills: Your Professional Edge Excel prowess is a staple across myriad industries. Given that around 80% of roles necessitate Excel proficiency, sharpening your skills can boost your employability by as much as 20%. ""Excel 2024"" aligns seamlessly with your aspirations, steering you towards career progression and unmatched opportunities. No matter your current proficiency - a newbie, a veteran, or an Excel enthusiast - ""Excel 2024"" is crafted just for you. Distinctive Features of This Book : 📘  Holistic Learning Journey : Navigate through 13 exhaustive chapters, each sculpted to inch you closer to Excel master. 🌍  Global Relevance : Whether it's a bustling business epicenter or a scholastic hub, this guide ensures your Excel skills shine universally. 💼  Career Catalyst : Eyeing prestigious roles? Chapter 13 illuminates the path to coveted positions that prize Excel adeptness. 🎯  Practical Mastery : Beyond mere theory; delve into real-world applications, tips, and datasets for hands-on expertise. 🌠 Rise in your professional path with unparalleled Excel skills. Don't be just another face in the crowd. Submerge into this all-inclusive guide, refine your expertise, and be the Excel maestro everyone seeks. The future of Excel is here; seize your copy of ""Excel 2024"" today! 🌠",4.4,146,"Independently published (December 22, 2022)","English","216","11.7 ounces","6 x 0.49 x 9 inches"
173,"Microsoft Excel 2019 Data Analysis and Business Modeling (Business Skills)","Wayne Winston",49.99,"Master business modeling and analysis techniques with Microsoft Excel 2019, and transform data into bottom-line results. Written by award-winning educator Wayne Winston, this hands-on, scenario-focused guide shows you how to use the latest Excel tools to integrate data from multiple tables–and how to effectively build a relational data source inside an Excel workbook.",4.5,501,"Microsoft Press; 6th edition (April 15, 2019)","English","880","2.95 pounds","7.4 x 1.9 x 9.1 inches"
175,"Thinking in Algorithms: How to Combine Computer Analysis and Human Creativity for Better Problem-Solving and Decision-Making (Advanced Thinking Skills)","Albert Rutherford",13.21,"Think creatively like a human. Analyze and solve problems efficiently like a computer.  Our everyday lives are filled with inefficient and ineffective decisions and solutions. Being overwhelmed by the magnitude of our problems makes it hard to think clearly. We procrastinate and overthink. Our thoughts are tainted with biases. If only there was a way to simplify our decision-making and problem-solving process and get satisfying, consistent results! The good news is, there is! Apply computer algorithms to your everyday problems. Learn what algorithms are and use them for better decision-making, problem-solving, and staying on track with your plans.  Become more productive, organized, finish what you start, and make better decisions. If you feel that you’re not living up to your potential, struggle with being consistent about your habits, and would like to make quicker and better decisions, this book is for you! Get things started immediately and finish them within your deadline. Thinking in Algorithms  presents research and scientific studies on behavioral economics, cognitive science, and neuropsychology about what constitutes a great decision, what are and how to manage its roadblocks. This is an interdisciplinary work that will help you learn how to apply computer algorithm-based solutions to your life challenges. Know when to stop. Be efficient with your time and energy. Albert Rutherford is an internationally bestselling author whose writing derives from various sources, such as research, coaching, academic and real-life experience. Machine learning principles for the laymen. - Learn to build your own problem-solving algorithms using a unique formula. -  The science of optimal stopping. - How to overcome procrastination and overthinking using algorithms. Help your emotional, biased brain to make more rational and predictable decisions and follow through plans using algorithm-based problem-solving today! Not convinced yet? Check out the look inside feature of this book hitting the top left corner of this page and read the first pages for free!",4,158,"Independently published (September 5, 2021)","English","142","6.4 ounces","5 x 0.32 x 8 inches"
176,"Becoming a Data Head: How to Think, Speak, and Understand Data Science, Statistics, and Machine Learning","Alex J. Gutman, Jordan Goldmeier",24.49,"""Turn yourself into a Data Head. You'll become a more valuable employee and make your organization more successful."" Thomas H. Davenport, Research Fellow, Author of  Competing on Analytics ,  Big Data @ Work , and  The AI Advantage You've heard the hype around data―now get the facts. In  Becoming a Data Head: How to Think, Speak, and Understand Data Science, Statistics, and Machine Learning , award-winning data scientists Alex Gutman and Jordan Goldmeier pull back the curtain on data science and give you the language and tools necessary to talk and think critically about it. You'll learn how to: Think statistically and understand the role variation plays in your life and decision making Speak intelligently and ask the right questions about the statistics and results you encounter in the workplace Understand what's really going on with machine learning, text analytics, deep learning, and artificial intelligence Avoid common pitfalls when working with and interpreting data Becoming a Data Head  is a complete guide for data science in the workplace: covering everything from the personalities you’ll work with to the math behind the algorithms. The authors have spent years in data trenches and sought to create a fun, approachable, and eminently readable book. Anyone can become a Data Head―an active participant in data science, statistics, and machine learning. Whether you're a business professional, engineer, executive, or aspiring data scientist, this book is for you.",4.6,293,"Wiley; 1st edition (May 11, 2021)","English","272","11.2 ounces","6 x 0.6 x 8.9 inches"
179,"R for Excel Users: An Introduction to R for Excel Analysts","John L Taveras",18,"R has a steep learning curve and, if taken in all at once, it can be overwhelming. But we can tame this curve by putting aside visualizations and analysis, and  focusing on working with data . This book is all about data manipulation: importing, creating, modifying, filtering, summarizing and reshaping data sets. You will also go deep on the building blocks of R: vectors and functions. The language is simplified and technical lingo is kept to a minimum. You will see analogies to Excel where applicable, to ease your understanding of concepts. Supplemental articles and videos can be found at rforexcelusers.com",4.5,139,"CreateSpace Independent Publishing Platform (August 8, 2016)","English","212","13.8 ounces","7.44 x 0.45 x 9.69 inches"
180,"Data Analytics for Absolute Beginners: A Deconstructed Guide to Data Literacy: (Introduction to Data, Data Visualization, Business Intelligence & ... Science, Python & Statistics for Beginners)","Oliver Theobald",14.8,"Make better decisions with this deconstructed guide to data analytics Want to add data analytics to your skill stack? Having trouble finding where to start? Cell by cell, bit by bit, this book teaches you the  vocabulary, tools, and basic algorithms to think like a data scientist.  Using the ""Lego set"" approach, each chapter adds and connects individual blocks of knowledge to build your data literacy. This linear structure to unpacking  data analytics  takes you from  zero  to  confidently analyzing and discussing data problems. Who is This Book For? This book is ideal for anyone interested in making sense of data analytics without the assumption that you understand data science terminology or advanced math.  If you've tried to learn data analytics before and failed, this book is for you. Practical Approach This book takes a hands-on approach to learning. This includes practical examples, visual examples, as well as two bonus coding exercises in Python, including free video content to walk you through both exercises.  By the end of the book, you will have the practical knowledge to tackle real data problems in your organization or daily life. What You Will Learn • How to recognize the  common data types  every data scientist needs to master • Where to store your data, including  Big Data • New trends in data analytics, including what is  Alternative Data  and why few people know about it! • How to explain the distinction between  Data Mining ,  Machine Learning , and   Analytics  to your colleagues • When and how to use  Regression Analysis ,  Classification ,  Clustering ,  Association Analysis , and  Natural Language Processing • How to make better business decisions using  Data Visualization  and  Business Intelligence",4.4,412,"Independently published (July 21, 2019)","English","155","8.3 ounces","6 x 0.39 x 9 inches"
181,"The Microsoft Office 365 Bible: The Most Updated and Complete Guide to Excel, Word, PowerPoint, Outlook, OneNote, OneDrive, Teams, Access, and Publisher from Beginners to Advanced","James Holler",29.67,"⭐ This bundle includes  4 COMPLETELY FREE EBOOKS !  Find out how to download them inside the book ⭐ NOW! Stop wasting time and money trying to figure out everything yourself and master all the functions of the Office Suite! If you are a fan of PC and use it for work, entertainment, or anything else,  mastering main Microsoft Programs  is a MUST. I can’t tell you enough how many people I see not just struggling to use a program like  EXCEL, WORD, POWERPOINT, ONE NOTE, ONE DRIVE, OUTLOOK, TEAMS, ACCESS, PUBLISHER,  and others, but also… wasting so much time doing things that should take  minutes and even seconds  instead of hours and days. On top of that, on average most people use  less than 5%  of programs’ full potential at any given time. For this exact reason, I created this amazing,  in-depth book BUNDLE  – to help you master these programs  in no time , even if you don’t have any experience. Here is what’s inside: BOOK #1 –  EXCEL BOOK #2 –  WORD BOOK #3 –  POWERPOINT BOOK #4 –  ONE NOTE BOOK #5 –  ONE DRIVE BOOK #6 –  OUTLOOK BOOK #7 –  TEAMS BOOK #8 –  ACCESS BOOK #9 –  PUBLISHER As you can see, this book covers the majority of the most important Microsoft Office programs and helps you understand: Ins and Outs  of each program How to learn the fundamentals fast and  use main functions  effectively Different kinds of  shortcuts and tips for smart use and speed Differences between them and when you should  choose which program for a specific task Unique elements and functions  you have to be aware of but probably have  never used So much more! FOR A LIMITED TIME!  BUY THIS “9 in 1” BUNDLE AND GET THE  4 MORE BOOKS FOR  FREE ! BOOK BONUS 1 -  HOW TO BUILD THE PERFECT OFFICE AT HOME BOOK BONUS 2 -  HOW TO MANAGE TIME AS A PROFESSIONAL BOOK BONUS 3 -  7 WAYS TO STOP WASTING TIME AND GET STUFF DONE BOOK BONUS 4 -  IMPROVE YOUR COMMUNICATION SKILLS AT WORK WITH THIS METHOD And even if you don’t have any experience whatsoever, or just bought your PC a few days ago and now you are wondering what the  best and simplest  way to master Microsoft Office is, this book is for you! Get Your Copy Today! Scroll Back Up and Click the “ BUY NOW ” Button to Learn Everything you NEED to Master Microsoft Office 365!",4.4,841,"Independently published (December 11, 2022)","English","359","2.01 pounds","8.5 x 0.81 x 11 inches"
